"id","nb_follower","nb_following","verified","reputation","age","nb_tweets","posted_at","text","length","orthographe","nb_urls","nb_hashtag","nb_emoji","named_id","type","spam"
1095602448390127616,160,247,0,0.39,1342,5035,"08:35:53","@Boursorama Le 1er intéret du zero cash et que l'article ne dit pas, c'est de rendre beaucoup plus difficiles la fr… https://t.co/KPmqcAaUhN",140,0.65,1,0,1,1,reaction,False
1095602511283740672,4954,4151,0,0.54,2250,306695,"08:36:08","Deux femmes sur trois ont déjà simulé un orgasme https://t.co/UcnGCVEFQc",72,0.90,1,0,1,0,actualité,False
1095602519697440768,778,178,0,0.81,2487,120689,"08:36:10","Go acheter un maillor de la lazio et le floqué Di Canio bande de pute @ASRoma",77,0.62,0,0,1,0,conversation,True
1095602532255191040,24,80,0,0.23,983,14,"08:36:13","Financement de la santé: moins de paiement à l’acte, plus de forfaits https://t.co/VJRiowESuV via @medscape",107,0.72,1,0,1,1,actualité,False
1095602540673142785,183,549,0,0.25,2172,6145,"08:36:15","Baaaaah elle est insolente c’est repoussant",43,0.71,0,0,1,0,conversation,True
1095602544842338304,71,28,0,0.72,42,105,"08:36:16","@matthieu_renard @Olympiens_ttfl On ne prend que les joueurs dans le top 10 000 pour cette stat !",97,0.76,0,0,1,1,conversation,True
1095602549053366272,197,684,0,0.22,2179,3915,"08:36:17","@_colineb_ @bloomskaye on y va as soon as possible!!!!",54,0.43,0,0,1,0,conversation,True
1095602553247678465,3624,3245,0,0.53,717,7245,"08:36:18","@laviecestduvide @Tournad96303389 @VraiGaulliste @Pale_rider796 @gregoryroose @MarcEdgar75 @gwendoSta @LeGwened9… https://t.co/XXPsZVG47f",137,0.10,1,0,1,3,conversation,True
1095602590983905281,1882,1033,0,0.65,2318,65037,"08:36:27","@Remsanddams @RMCsport @AfterRMC avec un bon arbitrage jamais y'a remontada arretez un peu",90,0.54,0,0,1,1,conversation,True
1095602599397650433,659,422,0,0.61,89,6629,"08:36:29","@namveee Insolente? Moi?😭 mais mignon va aux bon endroits aussi y'a tout en bzh la pluie cest un mythe, on a l'océa… https://t.co/pdZJ3I4xWL",140,0.61,1,0,2,1,conversation,True
1095602599364120576,182,185,0,0.50,2795,928,"08:36:29","RT IDATEDigiWorld: RT ChriBarr: Les premières #voitures entièrement #autonomes (niveau 5) devraient arriver sur le… https://t.co/axIzxa0eNV",139,0.52,1,2,1,0,conversation,True
1095602603575119872,2668,503,0,0.84,2129,3591,"08:36:30","c’est de la discrimination et de l’oppression pour ceux qui n’ont qu’un parent ou qui en ont plusieurs avec le poly… https://t.co/9Hb7LnHzl2",140,0.78,1,0,1,0,other spam,True
1095602611959615489,742,1196,0,0.38,1467,25466,"08:36:32","@EliseHeb1 Un mélange entre toi et vald",39,0.71,0,0,1,0,conversation,True
1095602611951206400,2014,1757,0,0.53,765,21001,"08:36:32","@CaroLonny1 Ah ben c’est du propre !",36,0.62,0,0,1,0,conversation,True
1095602632952086529,16118,283,1,0.98,2569,15646,"08:36:37","@Chronopost Faudrait peut-être prévenir vos livreurs que le but de leur job c'est de passer chez les particuliers e… https://t.co/jH8nh94137",140,0.82,1,0,1,1,conversation,True
1095602632935329792,186,513,0,0.27,2608,6389,"08:36:37","@Le_VraiDebat moi je suis un peu déçu, l'une de mes propositions a déjà dépassé les 200 votes, alors que l'autre n'a jamais passé les 5.",136,0.81,0,0,1,0,conversation,True
1095602645509783552,37,23,0,0.62,3099,54,"08:36:40","#hdpros Beaucoup de gens dans ce contexte de GJ perdent toutes notions de raison et de jugement, c'est grave, très… https://t.co/FeCUJ1kY63",139,0.73,1,1,1,0,reaction,False
1095602653890052096,1903,192,0,0.91,2404,4072,"08:36:42","@Elisabeth_Borne 
Édito @_OTRE_ "Lutte contre la fraude au travail détaché : où est la volonté politique ?" La… https://t.co/DRISnq4Ss0",135,0.58,1,0,1,1,actualité,False
1095602653906812929,385,526,0,0.42,2421,26743,"08:36:42","Alors y'a un gars qui a traversé la route au même moment où les voitures passaient et en plus il était même pas sur… https://t.co/BvOy2jMG8S",140,0.92,1,0,1,0,conversation,True
1095602695858200576,293,87,0,0.77,1675,410,"08:36:52","Fait toi baiser par un péruvien ?",33,0.86,0,0,1,0,conversation,True
1095602716833918976,176,56,0,0.76,211,21238,"08:36:57","@Figaro_Live @Le_Figaro Les exemples c’est seulement quand cela arrange les puissants",85,0.75,0,0,1,0,reaction,False
1095602733606977536,96,244,0,0.28,368,14634,"08:37:01","@CalyHug @Ayom87321744 @fakemedecine @DemonceauxA Que vaut l'appréciation d'un demeuré pseudo-sceptique, grouillot… https://t.co/5SgWXsjffk",139,0.44,1,0,1,2,conversation,True
1095602767169765378,118432,1604,0,0.99,3366,41078,"08:37:09","Prix de l’immobilier à Bordeaux : La Bastide a battu Caudéran https://t.co/bVwTBERLpC https://t.co/uzPirAME3y",109,0.64,1,0,1,0,actualité,False
1095602800707489794,415,5001,0,0.08,234,7037,"08:37:17","@joe_le_zef Merci à notre police 
Honte aux extrémistes communistes populistes racistes https://t.co/501znaTLa6",111,0.77,0,0,1,1,reaction,False
1095602804897533952,1776,750,0,0.70,1674,101443,"08:37:18","#RFI: #Cameroun: #MauriceKamto  et d'autres figures du MRC inculpés https://t.co/530lAp3IRk 🇨🇲",94,0.32,1,3,1,1,actualité,False
1095602809108598784,928,868,0,0.52,1953,2980,"08:37:19","C’est parti pour cette 2eme journée dédiée au #brandcontent 👉🏼 les #conferences commencent : #intelligent #content… https://t.co/KU1yswvmsX",139,0.50,1,4,2,0,publicité,True
1095602825860661249,66,33,0,0.67,3212,4406,"08:37:23","Grève au finish pour arrêter ce productivisme suicidaire. https://t.co/wbV2IQfjUd",81,0.80,1,0,1,0,reaction,False
1095602830050766848,2776,3046,0,0.48,3624,76219,"08:37:24","@h2brgrd La France est devenu un pays de dégénérés après 40 années d'ingénierie sociale. Dont acte.",99,0.79,0,0,1,0,conversation,True
1095602838464532482,892,756,0,0.54,2339,21304,"08:37:26","le grand Canyon en guise de cernes et mercé la fatigue",54,0.91,0,0,1,0,conversation,True
1095602846836371457,486,719,0,0.40,1183,11342,"08:37:28","Le prototype du prochain Xiaomi pliable laisse entrevoir un design vraiment original | Journal du Geek https://t.co/ELnA5Br8QU",126,0.76,1,0,1,0,actualité,False
1095602851051651072,241,173,0,0.58,1154,49557,"08:37:29","Hier j’ai vu kokar et Tiak , Tiak c’est un bonbon mais kokar la seul chose qui fait c’est faire dés doigt d’honneur… https://t.co/O9lgU6NrBu",140,0.66,1,0,1,0,conversation,True
1095602872006381568,266,307,0,0.46,1676,11929,"08:37:34","J'ai maintenant un plan détaillé dans ma tête YESSSS",52,0.80,0,0,1,0,conversation,True
1095602872002273280,768,609,0,0.56,821,73199,"08:37:34","Me voir : https://t.co/7rM2GewOy8
#plancul #sexe #rencontre https://t.co/Ykrz7kujV3",83,0.33,1,3,1,1,publicité,True
1095602880382406656,1505,854,0,0.64,478,20297,"08:37:36","@Helios83925140 Merci 😁",23,0.33,0,0,2,1,conversation,True
1095602913941078016,68,564,0,0.11,395,5161,"08:37:44","@FlashingSkirt Superbe tenue avec ce collier c’est parfait",58,0.78,0,0,1,1,conversation,True
1095602926536609793,384,490,0,0.44,2485,7729,"08:37:47","@NassiraELM Du coup les je suis Charlie c’est fini ?",52,0.64,0,0,1,0,reaction,False
1095602926549172225,452,174,0,0.72,889,63914,"08:37:47","Mdr elle l’a sauvé ouais pcq sah to sah quel son de merde 🤠",59,0.53,0,0,2,1,conversation,True
1095602930722447360,771,105,0,0.88,3289,19920,"08:37:48","Santé. Un nouvel équipement pour le service d’urologie du CMC d’Aurillac
Depuix deux mois, le CMC d'Aurillac a fait… https://t.co/E8cbNwdqca",140,0.59,1,0,1,1,actualité,False
1095602951710756864,6884,6561,0,0.51,2073,225637,"08:37:53","@OorlynckP @TurpinMal Non, comme disait une députée #LaRem, ce sera très intéressant de les interroger, une fois de… https://t.co/sQENtt0G0j",140,0.67,1,1,1,1,reaction,False
1095602972690694144,478,314,0,0.60,1185,10654,"08:37:58","Non pas de surprise @SdeMenthon bravo pour cette rencontre.",59,0.90,0,0,1,0,conversation,True
1095602981075144704,413,626,0,0.40,2486,36797,"08:38:00","J’aimerai mettre un petit tacle à tout ceux qui m’ont dit « Paris ça va connaître l’enfer Manchester c’est costaud… https://t.co/6ddOEWB78A",139,0.69,1,0,1,0,conversation,True
1095602989451169794,4921,5394,0,0.48,2261,13861,"08:38:02","Annonce emploi : #CDI #Paris Webmaster F/H https://t.co/hV3VbqfkN0",66,0.25,1,2,1,0,publicité,True
1095602989472145408,198,117,0,0.63,2650,3388,"08:38:02","Merci Paris grâce à vous j’ai dormis comme un bébé 😊😊 https://t.co/j31heWFf1F",77,0.71,0,0,2,0,reaction,False
1095602997848129536,1,158,0,0.01,21,9,"08:38:04","@Eltsovamaria Bien dit",22,0.67,0,0,1,1,conversation,True
1095603006232498176,2217,861,0,0.72,2665,42146,"08:38:06","@M_Dlre 😂

Elle ne te l’aurait jamais posé à toi, c’est certain !",65,0.59,0,0,2,1,conversation,True
1095603010422665216,18,23,0,0.44,56,36,"08:38:07","Écoutez @indyra_laine la voix de la raison svp",46,0.75,0,0,1,0,other spam,True
1095603023026491392,3334,1128,0,0.75,1336,22376,"08:38:10","Voici les publications macro-économiques à surveiller ce mercredi avec l'inflation US  https://t.co/kui70CqSeE https://t.co/T7MrHRHgIt",134,0.80,1,0,1,0,actualité,False
1095603027216605184,122,0,0,1.00,454,14838,"08:38:11","#bonPlan #Seiko #deal #Amazon 🔥 -40% Seiko Montre Homme Analogique Automatique avec Bracelet en Tissu – SNE393P2  🔥… https://t.co/5c031SZ4DA",140,0.38,1,4,2,2,publicité,True
1095603035580125185,513,303,0,0.63,1141,14119,"08:38:13","@JaaykAnml L'homme présent dans les dm de toutes les meuf de twi mddr tqt tes mon reuf quand même",97,0.65,0,0,1,1,conversation,True
1095603035605291008,585,4498,0,0.12,361,1821,"08:38:13","RDV au Paris 🙌🏽 https://t.co/3VhJGpa69b",39,0.33,0,0,2,1,conversation,True
1095603039803789312,280,181,0,0.61,2346,3218,"08:38:14","@Karen_DEMAISON @AudeAmarrurtu Le clonage notamment dans les G. groupes reste la norme car la priorité chez ceux so… https://t.co/bgGuO349Rv",140,0.70,1,0,1,1,conversation,True
1095603043985436672,908,776,0,0.54,2663,4307,"08:38:15","La rédaction d'Enviscope est sur #BePOSITIVE2019 ! https://t.co/KFAIPP47dK",74,0.40,0,1,1,1,publicité,True
1095603069130342400,177,258,0,0.41,3517,2071,"08:38:21","ce matin, sur notre balcon (où je donne des graines aux oiseaux) nous avons vu un couple de moineaux et un étournea… https://t.co/Jg89ccdbzH",140,0.81,1,0,1,0,conversation,True
1095603106887487488,756,333,0,0.69,2729,12480,"08:38:30","@CGTCheminotsMTB @Portes_Thomas Allez les syndiqués, comme vos journées seront remboursées par la caisse noire, ne vous gênez surtout pas.",138,0.82,0,0,1,1,conversation,True
1095603115280216064,18,14,0,0.56,441,1696,"08:38:32","@GeWoessner ET maintenant vous pouvez me bloquer, les journalistes ne savent faire que ça!",90,0.81,0,0,1,1,conversation,True
1095603123689791488,36,80,0,0.31,44,2881,"08:38:34","@AlainSaiche @bgmanness2 @xmolenat @EMacron2 @Elysee @EmmanuelMacron @EM_Prive Pour moi le problème est supra natio… https://t.co/5jSoJriypM",140,0.44,1,0,1,2,reaction,False
1095603127850545152,17238,2935,0,0.85,2845,103825,"08:38:35","📣Les 2 contrats de #Benalla avec des oligarques russes étaient d’un montant de 2,2 millions€
⚠️1er contrat en juin… https://t.co/NiVMlfQQfa",139,0.63,1,1,1,3,reaction,False
1095603157227458560,3028,2737,0,0.53,605,51913,"08:38:42","RT@ AnthonyRochand: #SocialMedia - Découvrez la nouvelle application indispensable pour des photos Instagram réussi… https://t.co/oV6FpA6oGA",140,0.56,1,1,1,0,publicité,True
1095603169793585153,894,756,0,0.54,2476,22134,"08:38:45","Bonjour @ADNanime,
Serez-vous présents à #ParisManga ce week-end ?",66,0.50,0,1,1,1,conversation,True
1095603236902522880,676,2358,0,0.22,1850,17268,"08:39:01","Il faut être perdu, il faut avoir perdu le monde, pour se trouver soi-même.

(Henry David THOREAU)",98,0.70,0,0,1,1,conversation,True
1095603236936056833,4884,382,0,0.93,3129,24806,"08:39:01","@YannisLBJMA Quel clown celui là",32,0.80,0,0,1,1,conversation,True
1095603266266767360,61,321,0,0.16,2432,4733,"08:39:08","Non mais J'ai un entretien pour faire des inventaires de nuit et J'ai sorti jupe /collant / blazer, je sens que je vais faire tâche mdr",135,0.79,0,0,1,0,conversation,True
1095603291432648704,146,137,0,0.52,1635,495,"08:39:14","Agnès Buzyn doit présenter une clarification des missions de chaque établissement, des créations de postes et un ch… https://t.co/0xDzUpNhdp",140,0.81,1,0,1,0,actualité,False
1095603295631147009,273,268,0,0.50,373,1743,"08:39:15","@shirleyalmosni @NicolasGalita @DRHdufutur @Moha_med_A @David_Sankar_ @pafortin @Mathilde_Kzw Mais nan c'est en rediff :D",121,0.19,0,0,1,3,conversation,True
1095603299829600256,3624,3245,0,0.53,717,7246,"08:39:16","@Tournad96303389 @VraiGaulliste @Pale_rider796 @gregoryroose @MarcEdgar75 @gwendoSta @LeGwened9 @SJallamion… https://t.co/TfEjSxnMR9",132,0.10,1,0,1,4,conversation,True
1095603304007196672,1048,1251,0,0.46,3493,91986,"08:39:17","@No1oZme @Olibrius45 @MarieClap @Kuntzelmann2 Les "règles sociales" au jardin d'enfants sont élaborées AVEC les enf… https://t.co/xV8mEdxX4z",140,0.55,1,0,1,0,conversation,True
1095603362752544768,1003,1089,0,0.48,1466,6158,"08:39:31","V4L Challenge 19 https://t.co/3fiNd2MnpL https://t.co/k8l6JdY1tI",64,0.40,1,0,1,0,conversation,True
1095603379508781056,0,25,0,0.00,19,1,"08:39:35","@RM_ied 😂😂😂😂depuis lors c'est compliqué",39,0.40,0,0,2,0,conversation,True
1095603379517165569,137,172,0,0.44,397,3576,"08:39:35","C’est tous des bz dans cette soirée 🤣",37,0.67,0,0,2,1,conversation,True
1095603408889921536,1359,2316,0,0.37,2431,16788,"08:39:42","#CONGORDC #CONGO 
👉👉NON AU TRIBALISME. ARRÊTEZ DE TUER LES #KASAIEMS VOUS BARBARES QUI SE CACHENT DERRIÈRE LES… https://t.co/MAIHvu9cbT",135,0.62,1,3,2,1,reaction,False
1095603446617698304,2415,192,0,0.93,2468,98169,"08:39:51","Hum Anthony Davis 28.5 pts de moyenne et la seule fois de ma vie où je parie sur lui il met 3 points en 24 minutes? 🙃",117,0.86,0,0,2,0,conversation,True
1095603455039803392,631,243,0,0.72,2697,6352,"08:39:53","@Marine__Ramos Oue il été trop mou avant",40,0.71,0,0,1,1,conversation,True
1095603467618582528,68,461,0,0.13,2580,4442,"08:39:56","@30millionsdamis @AnimauxAmie qu' on traite enfin les animaux avec du respect. Pourquoi toujours être violent?!!!!!… https://t.co/TEJ6ibL3br",140,0.56,1,0,1,0,conversation,True
1095603484399939584,770,191,0,0.80,2220,27631,"08:40:00","Jai envie de defoncer mon voisin ce gros porc il habite au première étage il appel toujours l'ascenseur meme moi j'aurai pas fait ca wsh",136,0.74,0,0,1,0,conversation,True
1095603496961953793,116,188,0,0.38,494,4003,"08:40:03","@jbbufto92 @DidierRoustan Et à jamais c mieux pour lui",54,0.67,0,0,1,1,conversation,True
1095603505350541313,197,684,0,0.22,2179,3916,"08:40:05","@_colineb_ @bloomskaye de ouf",29,0.40,0,0,1,0,conversation,True
1095603522140323842,10393,1001,0,0.91,2027,22858,"08:40:09","@GN006C (ah mon mauvais, c'était deux fois le même sujet, alors que je voulais linker ça : https://t.co/84xJ2A7X7x )",116,0.61,1,0,1,0,conversation,True
1095603530524778496,91,170,0,0.35,2644,28125,"08:40:11","@JeanTibouro @AnasseKazib @etienneliebig Pauvres petits soumis... 🙄🙄 
C'est la faute de la méchante société.... Bah… https://t.co/zjirFlc6fh",140,0.64,1,0,2,3,reaction,False
1095603547297726464,177,399,0,0.31,652,1476,"08:40:15","oh non j'ai loupé Une belle fille à aimer",41,0.90,0,0,1,0,conversation,True
1095603564091715587,1172,1214,0,0.49,2134,17195,"08:40:19","@LPLdirect @BergmannDomini2 On en verra, peut être, les résultats dans.....30 ans
Comme pour tous les politiciens de haut rang",126,0.79,0,0,1,1,reaction,False
1095603618617675776,525,122,0,0.81,2006,66575,"08:40:32","@okonvaleschoker Hawaï Sa le tue , j'met mm menthe crème 🍦",58,0.50,0,0,1,1,conversation,True
1095603626985312256,389,542,0,0.42,1241,12676,"08:40:34","@JulietteCausans @mskopan P.te, ils n'ont que ce mot-là à la bouche? C'est affligeant.",86,0.56,0,0,1,1,conversation,True
1095603635369754624,149,157,0,0.49,2176,343,"08:40:36","@perrinegoulet 5 églises en une semaine. 
Les actes de christianophibie sont la majorité des actes de haine d'une r… https://t.co/jSvbfZRePl",140,0.75,1,0,1,2,reaction,False
1095603647944290304,1025,400,0,0.72,1784,31251,"08:40:39","t'es en L1 quoi :)? — AES https://t.co/jgTAgngiAW",49,0.30,1,0,2,0,conversation,True
1095603647977844737,93,84,0,0.53,634,333,"08:40:39","Il faut continuer a en parler.",30,1.00,0,0,1,0,reaction,False
1095603652138594305,2071,525,0,0.80,137,2014,"08:40:40","T'es origines, âge ?? — Francais 19 ans :) https://t.co/uIaV2dvJby",66,0.38,1,0,2,0,conversation,True
1095603652172173313,137,337,0,0.29,1137,1974,"08:40:40","@Zetsu79922930 @RebeuDeter Ntr je farme pour essayer dle drop justement",71,0.50,0,0,1,1,conversation,True
1095603652146933763,1457,163,0,0.90,659,2509,"08:40:40","⚡13.02.2019 - PHOTOS⚡

Le compte Instagram de la marque TBJ a publié des photos de Guanlin et Seonho :

"#병아리즈" (Le… https://t.co/Mth4Odm6Md",140,0.48,1,1,1,2,publicité,True
1095603660552310784,0,40,0,0.00,63,98,"08:40:42","@pokimanelol Chacun fait ses likes à sa façon...",48,0.78,0,0,1,1,conversation,True
1095603664721461248,123,82,0,0.60,335,91,"08:40:43","ARS Métal mise sur l'#aluminium 
Le refendeur ARS Métal se positionne sur de nouveaux marchés pour l'#aluminium , n… https://t.co/BwdOL7OdHO",140,0.68,1,2,1,1,conversation,True
1095603685709807616,77,74,0,0.51,761,2056,"08:40:48","Pour donner votre avis sur la préservation des forêts de la menace des agrocarburants, c'est en bas de l'article :… https://t.co/CcHPJLfh8Y",139,0.76,1,0,1,0,reaction,False
1095603706689576960,294,281,0,0.51,289,9645,"08:40:53","plus, anemic",12,0.33,0,0,1,0,other spam,True
1095603727636070401,76,138,0,0.36,284,2429,"08:40:58","@ValooBerry On est deux , que papa envoie vite mon argent",57,0.82,0,0,1,1,conversation,True
1095603761211416576,77,82,0,0.48,1202,980,"08:41:06","@Lewiis44 @EvilawFTN @ZENOOBIE @B4zing4_2 @Gotaga @catsswhites t qUi ? https://t.co/W3fNu0hezr",94,0.10,0,0,1,2,conversation,True
1095603773785997312,108,591,0,0.15,2762,5880,"08:41:09","@FuoriclasseN @FlemmeCaptain @Waaahil @OfficialYanisDi @JuveFanInfoFR @PointJuve @CR7_inside Ah j'ai jamais dis que… https://t.co/NsHybqRtgT",140,0.40,1,0,1,2,conversation,True
1095603778001219584,166,927,0,0.15,1594,652,"08:41:10","Formes limites, pratiques de la céramique et sculptures contemporaines @beauxartsparis https://t.co/28dT0Dcd5S",110,0.75,0,0,1,0,conversation,True
1095603790571556865,183,1726,0,0.10,1824,7699,"08:41:13","@davelackie Fabulous",20,0.00,0,0,1,1,other spam,True
1095603803141885952,303,270,0,0.53,3296,26021,"08:41:16","@_LeDefouloir @zappette @ParisPasRose L'EGO masculin? Quand on voit comment les femmes se déclare supérieure en tou… https://t.co/3W1OGMdkfU",140,0.65,1,0,1,1,conversation,True
1095603819906547713,634,597,0,0.52,2308,291186,"08:41:20","vas y le froid fait des ravages",31,1.00,0,0,1,0,conversation,True
1095603849279258624,672,1534,0,0.30,1954,1010,"08:41:27","Ton expérience et tes conseils @africatechie, sont du béton sinon la racine qui fera de nous des entrepreneurs à su… https://t.co/HuDJFkTaXn",140,0.87,1,0,1,1,conversation,True
1095603861870530560,492,51,0,0.91,2363,43861,"08:41:30","J'ai 23 ans, je dois aller chercher un colis à la Poste que je soupçonne d'être abîmé/manquer des articles, sauf qu… https://t.co/spMEs1yC0X",140,0.76,1,0,1,0,conversation,True
1095603870250778625,64,61,0,0.51,1397,3830,"08:41:32","Et maintenant la contraception obligatoire… en attendant l’avortement forcé ? https://t.co/tUPr7r87hv",101,0.77,1,0,1,0,reaction,False
1095603878631034880,3,76,0,0.04,37,55,"08:41:34","@MarcPrice88 Est-ce que vous vous représentez pour un 3e mandat monsieur @MarcPrice88 ?",87,0.64,0,0,1,1,conversation,True
1095603891234852865,524,286,0,0.65,2607,28074,"08:41:37","Vivement que je puisse me goinfrer a nouveau mdrrrr jsuis en train de perdre mon tit boudin mais Clémence sans son… https://t.co/1lukNAbDg3",139,0.83,1,0,1,0,conversation,True
1095603895420637185,1278,1096,0,0.54,2153,50369,"08:41:38","ez money waldas pag siena fair jusq 🤦🏻‍♀️",41,0.00,0,0,1,2,other spam,True
1095603920594980864,1687,1405,0,0.55,3122,92104,"08:41:44","@aanthony_m Merci Gars ;) et toi alors tu a eu du lourd ??",58,0.71,0,0,1,0,conversation,True
1095603928975245312,63,18,0,0.78,2461,21557,"08:41:46","Vias: dix recommandations de sécurité routière pour sauver plus de vies - Tinlot https://t.co/VdIFdXUgAS",104,0.67,1,0,1,0,actualité,False
1095603928962646016,1,101,0,0.01,19,11,"08:41:46","@JuaniMchumia @Presidence_RDC @President @tsh Bien dit",54,0.33,0,0,1,2,conversation,True
1095603949955100672,150,665,0,0.18,1118,13498,"08:41:51","@newtxallen Mais non la règle c’est que tu peux doubler ton premier contact en réception",88,0.88,0,0,1,0,conversation,True
1095603949955153920,57,43,0,0.57,221,1454,"08:41:51","@femmedemoblo @ated1 C'est le bon sens même ! 🤗🤗",48,0.45,0,0,2,1,conversation,True
1095603954132627456,161,48,0,0.77,2714,11767,"08:41:52","@CWeillRaynal les âmes d'écrevisse 😁",36,0.50,0,0,2,1,conversation,True
1095603954157830146,18,153,0,0.11,2702,381,"08:41:52","@dodutils Elle l'a gobé *_*",27,0.38,0,0,1,0,conversation,True
1095603962538061824,170,215,0,0.44,2189,25532,"08:41:54","Remember mercredi quand Nesu (papier calque) et DD ont toutes les 2 dit qu'elles aussi elles avaient déjà essayer d… https://t.co/LlHVxLfxUd",140,0.68,1,0,1,0,conversation,True
1095603966707200001,35,89,0,0.28,288,1483,"08:41:55","@unenwar @supp___n Et toi tu fais quoi pour ton homme ? Que vous critiquez vous !",81,0.75,0,0,1,1,conversation,True
1095603979315302400,423,965,0,0.30,3245,48109,"08:41:58","@AceCoffee_ @Chrono_Phantoom @reinemedievale Alala les bails sexiste du witcher... @__@ je vais tenter le coup ne s… https://t.co/KyfwOJfxqT",140,0.52,1,0,1,1,conversation,True
1095603987699716098,154,242,0,0.39,298,2996,"08:42:00","On a rien compris madame",24,1.00,0,0,1,0,conversation,True
1095603991898214400,529,739,0,0.42,1017,4951,"08:42:01","@Profs_Cuisinent Ça a l’air sympathiquement bon tout ça !",57,0.70,0,0,1,0,conversation,True
1095604012844503040,576,525,0,0.52,1449,8045,"08:42:06","@kriss77kool Sur l’histoire ok, mais les deux équipes était au même niveau et c’était équilibré. Après bravo au PSG quand même.",127,0.77,0,0,1,0,conversation,True
1095604012865474560,44,128,0,0.26,33,542,"08:42:06","@ECiotti L'explosion des conflits d'intérêts et des détournements de fonds publics est ignoble
Il faut passer de la… https://t.co/Pj8hhhtMoC",140,0.78,1,0,1,2,reaction,False
1095604017047191552,190,227,0,0.46,1675,7329,"08:42:07","@Juan02_CFC C'est de bon argument mdr",37,0.57,0,0,1,0,conversation,True
1095604017055571968,86,238,0,0.27,1367,13722,"08:42:07","Quand kaaris a fais sa dernière vidéo sur booba",47,0.78,0,0,1,0,conversation,True
1095604050614194176,1539,762,0,0.67,3517,277140,"08:42:15","@Nabil_TW @Malika_PSG T'es sévère avec Verratti! Il a été énorme aussi!",71,0.57,0,0,1,1,conversation,True
1095604071564742658,67,1217,0,0.05,46,312,"08:42:20","@BequetSabrina @Clement938 @BichetteNadege OK je vois que t'aime pas qu'on soit ami alors merci😢",96,0.59,0,0,2,0,conversation,True
1095604092561436672,56,50,0,0.53,136,2694,"08:42:25","Ça m’a fait pleurer ce qu’elles envoient sur le groupe , je les aime trop 💕",75,0.78,0,0,1,1,conversation,True
1095604105123373056,5,123,0,0.04,400,16,"08:42:28","Je viens d’utiliser @FreePrintsApp pour commander GRATUITEMENT des tirages photo gratuits 10x15cm depuis mon téléph… https://t.co/UnRS8K7MRC",140,0.74,1,0,1,1,publicité,True
1095604121930002432,45,191,0,0.19,2584,3997,"08:42:32","@angelus78509870 @kelly_vedovelli @Cyrilhanouna @Cyrilhanouna pas de respect pour aucun chroniqueur",99,0.60,0,0,1,1,conversation,True
1095604126111682560,204,291,0,0.41,591,977,"08:42:33","@sltcposeidon mais oui😭 kikoo land tu vas mettre un tee shirt d’une couleur les gens vont se dire waah el é sélib :$$",117,0.52,0,0,2,1,conversation,True
1095604151277551617,19,105,0,0.15,134,25,"08:42:39","Tellement amoureuse de mon copain.🥰",35,0.80,0,0,1,0,conversation,True
1095604163847835648,1271,672,0,0.65,3569,114693,"08:42:42","@DavidAbiker Tu as vu le dernier post Instagram de @GoldbergerSacha ? Ce n’est pas que le web, c’est partout 😞",110,0.57,0,0,2,1,conversation,True
1095604168063111168,164,954,0,0.15,1013,10292,"08:42:43","@IKF_officiel @guybolt2 @Rhum_01 Les stagiaires ont bien changés... Tout ça a commencé il y a 30 ans !
Merci les ty… https://t.co/HvDULvJfjM",140,0.72,1,0,1,1,conversation,True
1095604176455958528,1185,1947,0,0.38,3242,18103,"08:42:45","@guyverhofstadt vous n'aimez pas l'#Italie comme vous n'aimez pas l'#Europe et la #France,car si vous l'aimiez vrai… https://t.co/VpKYo19cNE",140,0.60,1,3,1,1,reaction,False
1095604184815230976,41,53,0,0.44,166,147,"08:42:47","Le Congrès enterre le « mur » de Donald Trump à la frontière avec le Mexique https://t.co/LhjCCQovL9",100,0.65,1,0,1,0,actualité,False
1095620118980292608,580,526,0,0.52,572,3311,"09:46:06","Mal au coeur de voir cette misère pendant que Brigitte jete argen par la fenêtre",80,0.80,0,0,1,0,conversation,True
1095620131563233281,29385,24763,0,0.54,3228,386907,"09:46:09","Comment faire exploser votre trafic https://t.co/mtMCsQ4QfJ https://t.co/9by2TnHZgQ",83,0.71,1,0,1,0,publicité,True
1095620139956031489,159,358,0,0.31,2669,376,"09:46:11","J’adore cette série! Michelle Bernier est exceptionnelle 👍🙏🏼💐",61,0.38,0,0,4,1,conversation,True
1095620156754219010,166,194,0,0.46,805,839,"09:46:15","@JeanAlainM @martin_Belinga Je vais donc rechercher cela. Merci.",64,0.80,0,0,1,1,conversation,True
1095620160944246784,12,82,0,0.13,476,334,"09:46:16","@publicsenat Faut-il lever l'anonymat sur le financement de la campagne de Macron",81,0.80,0,0,1,1,reaction,False
1095620165130014720,56,175,0,0.24,337,238,"09:46:17","Lagnattttt😣",11,0.00,0,0,2,0,conversation,True
1095620177700577280,2473,832,0,0.75,1357,20486,"09:46:20","La visibilité des #maladies dans la sphère publique. ⁦@franceinter⁩  https://t.co/GjC5NICosp",92,0.77,1,1,1,0,actualité,False
1095620207056424960,1378,132,0,0.91,2349,16674,"09:46:27","@haegur_ Ouais ! C’est cool la Bretagne",39,0.44,0,0,1,0,conversation,True
1095620232251691008,99,90,0,0.52,36,569,"09:46:33","@treizeoocinq Non on risque de me portez l'oeil",47,0.78,0,0,1,1,conversation,True
